reviewid,reviewtext,sentiment
4427,D3    早上走路到神武门过马路对面就是景山公园大门，买了2元的门票进去登上景山眺望紫禁城，果然气势不凡，这门票花得最值！一个小时左右逛完景山公园从后门出来对面就是北海公园，门票25，接着逛北海公园，下午两点坐地铁去北大，去到门口保安说只能节假日才可以预约进校，清华大学就在北大旁边，看到门口聚集了很多人，拍了校门照片没有进去，直接去旁边的圆明园，在门口买了门票35，圆明园太大了，里面风景很好，可惜下午才进...,2
4428,景山公园，我个人是强烈推荐的，可以看完升国旗，然后吃个早餐，就去景山公园，这个时候故宫可能还没有开门。景山公园好多人都会忽略，这里可以看到国旗班的“日常”最主要的是可以俯瞰整个故宫，站在景山公园俯瞰故宫，才能体会三朝帝都。,2
4429,公园景致很不错，游人很多，当地退休的老人在此锻炼，休憩也很多，建筑很有当地特色，绿化也做的不错，错落有致，交通也方便的。,2
4430,夏天难得细雨蒙蒙，在这种天气去景山简直天助，难得的游客较少，难得的酷暑中的凉爽天。亭台楼阁十分精致，各种绿色刷亮人们的眼睛，在游览中增长不少历史文化知识。,2
4431,没时间去故宫的可以去景山公园看看，走到最高处万春亭那里，故宫全貌一览无余。10年了，票价还是2元。,2
4432,从北海东门出来，走上五分钟，可以直接进入景山公园西门。爬上万春亭，往北眺望，依次为皇极殿，鼓楼大街，鼓楼。最远可以看到奥林匹克公园的火炬！,2
4433,景山公园。暴走的一天。二进宫，弥补了上次没听讲解的遗憾。天气很给力，太适合登高望远紫禁城。 离京前再来奢侈一顿，烤鸭走起。,2
4434,唯有牡丹真国色，花开时节动京城。牡丹雍容华贵的姿态，很得大家喜爱。每年四五月的时候，各色的牡丹竞相开放，火红的、粉色的、白色的……姹紫嫣红，格外好看。,2
4435,这个公园当地也属于比较有名的景点之一，老建筑很多，都很有年代感，湖水清澈，小小石桥，还有亭台，绿树错落有致，走走逛逛享受慢生活。,2
4436,从故宫北门出来，对面就是景山公园，门票2元钱一个人，非常良心，公园不大，逛逛走走，爬到顶能欣赏到故宫全貌，非常壮观，值得一去。,2
4437,公园很大，建筑都很有皇家园林风范，很有年代感，但是保留保护的很好，公园绿化做的也不错，错落有致，令人流连忘返，交通也方便。,2
4438,门票好便宜啊2元，儿童半价，不知道为啥还要收费，哈哈！公园人挺多，在故宫对门口，景色不错，主要是上山顶，可以俯瞰整个故宫，很赞！,2
4439,公园挺大的，绿化也挺好的，湖水，亭台楼阁，建筑都有一定年代感，有些和故宫建筑犹如姊妹篇。挺不错的，游人挺多的，周末去公园带着孩子走走挺惬意。,2
4440,公园也是当地比较老的，年代久远的公园，很多亭台楼阁，各式明末清初的老建筑，很有意境，拍照取景也是很不错，许多老年人来此休闲娱乐。,2
4441,“景山公园”是一座位于北京中心地带的皇家园林。  每年五月的这里，应该最美的时节，非常适合到这里游玩。  五颜六色的‘国色牡丹’争相盛开，多姿多彩，美不胜收！  品种繁多的锦鲤，与‘景山牡丹’相互映衬，也是缤彩纷呈啊！,2
4442,6月底一场小雨过后，站在景山公园的万春亭里，北望中轴线，奥林匹克公园瞭望塔清晰可见，一派城市绿化与古老建筑有机融合之景。清亮透彻的蓝天和千姿百态的白云醉了北京人的眼。蓝天白云下的北京愈发靓丽清新。,2
4443,景山公园的牡丹北京最美的，院子不大，一个多小时就能走完一圈，从山顶能俯瞰故宫，门票便宜，60岁以上老人免票，能使用北京公园年票,2
4444,景山公园是这次去北京发现的小美好 之前还在奇怪为嘛别人可以拍到故宫的全景 啊哈哈 原来在景山公园的山顶 有个平台 一览故宫全貌 普天之下莫非皇城 有种历史的厚重感 天气好真的很美 景山不高 随便爬爬就上去了  不爱运动的娃也没有障碍 就是山顶人密密麻麻 在上面吹吹风看看故宫蛮不错的,2
4445,可以看到故宫全貌，还是很值的一去。,2
4446,景山公园山顶，能够俯瞰故宫出口，神武门美景。挺震撼的。 夏季炎热，公园南门“游客服务中心”有饮用水提供，自带杯子。门票便宜...,2
4447,从故宫博物院出来对面就是景山公园。游人还是蛮多的。不到半个小时就可以走到山顶了。山顶上有很多摄影爱好者带着长枪短炮+三脚架拍摄故宫博物院。,1
4448,寿皇殿：  九举牌楼：宫门外东、西、南三面各立四柱九楼式牌坊一座（原为金丝楠木梁柱，现已改为混凝土柱，戗柱皆去除），黄琉璃筒瓦庑殿顶。通面阔16.2米，带斗拱，绘以墨线大点金金龙枋心旋子彩画。建于清乾隆十四年（1749年），1947年曾大修，1960年代又曾修葺。2007年再次重修，2007年12月19日修毕。坊额均为乾隆帝所题。,1
4449,景山公园位于故宫正北面，是北京南北中轴线上的最高点。在景山公园中景山的最高处的中轴线上，有一个三重檐的最高规格的亭子，在景山南北还种植了许多牧丹花。,1
4450,景山公园是北京地势最高的公园，景山顶部的万春是北京的旧城制高点。景山公园还是北京种植牧丹最多的公园，每年五一前后这里都要举办牧丹节。,1
4451,景山公园虽然面积不大，只有二百米见方，但确是北京公园里植物覆盖率最高的公园，不仅景山上种满各种树木，景山南北也种植了大量的花卉。,2
4452,景山公园是北京公园里绿化覆盖率最高的公园，赶上天气好的时候，翠绿的大树配上湛蓝的天空，非常养眼，令人神清气爽，心旷神怡，感觉好极了。,2
4453,景山公园起种植牧丹在京城各大公园中而闻名，有上万株上百个品种，每年五一前后，景山公园的牧丹迎风绽放，并举行牧丹赏花节，人们纷纷来到公园拍照。,2
4454,景山公园是老北京城的制高点，也是北京城南北中轴线的标志点，在景山公园的景山最高处万春亭的北侧有一块嵌在地面里的大铜板，写有“北京南北中轴线”字样。,1
4455,景山公园中种满了各种花卉，在不同的季节举办时令花展，五一前后在景山公园观看了牧丹展。景山公园是市内制高点，能看见北海白塔，俯视整个故宫。,2
4456,景山公园位于北京的中轴线上，而且还是北京南北的分界点，从这里能俯视故宫紫禁城，还能向北眺望北四环外的奥运村，看见高高的奥运塔。,2
4457,景山公园历史悠久，春天的牡丹那真是品类繁多，景山公园拥有515个品种的牡丹约2万余株，涵盖了九大色系、九大花型  花期从清明开到五一，因品种不同，花期早晚各异，可是真好看，引来无数游人驻足，还有很多摄影爱好者和画家，大家都想留下这最绚丽的美景。  景山这边属于北京中心区景点，人很多，建议公共交通出行。,2
4458,景山公园位于故宫博物馆的北侧，是欣赏故宫博物馆整体轮廓最好的地方，景山公园是明、清两代的御苑，草坪面积非常大，但是作为游客而言，去景山公园，主要的目的就是登绮望楼，网红的故宫全景就是在绮望楼拍摄的，每天去绮望楼的人也非常多，很有可能拍出来的都是人头。,2
4459,四月份票价2元，可以看到很多郁金香花海，还看到了可爱的小松鼠。五月份票价10元，号称举办月季花展。总的来说还是值得一去，可以登上山顶俯瞰故宫，位置得天独厚，游人也没有故宫那么多,2
4460,景山公园虽然面积不大，但是非常有特色。她是北京地势最高的公园，位于景山上的万春亭是老北京的制高点，这里也是老北京的中心点，可俯视故宫。,2
4461,景山公园是北京封建王朝都城的制高点和南北中轴线的定位点。在景山最高处万春亭的北面有一块嵌在地上的大铜板，上书“北京中轴线”。景山公园内还有大量花卉，非常养眼。,1
4462,景山公园种植了大量花卉，尤其其牧丹数量在北京排名第一，每天五一前后景山公园都要举行牧丹观赏节，爱花人士再也不用远奔洛阳赏花了。,2
4463,景山公园历时4年修善新近免费开放的寿皇殿，以其辉宏的气势迎接八方游客，寿皇殿是北京中轴线上仅次于故宫的第二大建筑群，这里供奉着清朝帝后的画像和遗物，可以说串起了一部大清史。,2
4464,景山公园位于故宫紫禁城的正北面，都在北京城的中轴线上。从故宫博物院的北门神武门出来，向北看正北门不远处正对着的就是景山公园的南门，以及景山上高高的万春亭。,1
4465,景山公园曾是北京城的最高点，现在景山上的万春亭仍然是老北京城(二环内)的最高点。从这里向北仍看见景山公园的万寿殿，钟楼和鼓楼，以及四环外的奥运村。向南能俯视整个故宫，向东则能望见正在施工的中国尊。,1
4466,景山公园与故宫神武门隔街相望，是明、清两代的御苑。公园中心的景山为堆土而成，曾是全城的制高点，万春亭是观景的最佳地点。 景山公园面积不大，但规化设计的景观、绿化很是精致。,2
4467,出了故宫就到了景山公园，皇家园林，非常有名，这里的山水很美，有个大型湖泊，还有著名的白塔，是欣赏皇家园林美景的好地方！值得推荐！,2
4468,景山公园特有的牡丹金鱼展 花期前后很值得一去 芍药 月季 绣球争艳 继故宫 颐和园 玉渊潭相继推出各自品牌文创之后 景山公园也不甘落后 四色口味雪糕 糕点 特色北冰洋也特别吸引眼球 这些古老的建筑焕发出青春风采,2
